property_type,location,bed,bath,total_sqft,price
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,350 sqft","11,000,000"
Apartment,"Goran, Khilgaon, Dhaka",2,2,910 sqft,"3,200,000"
Apartment,"Goran, Khilgaon, Dhaka",2,2,910 sqft,"3,200,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,600 sqft","9,600,000"
Apartment,"Section 11, Mirpur, Dhaka",2,2,819 sqft,"3,650,000"
Apartment,"West Nakhalpara, Tejgaon, Dhaka",2,1,650 sqft,"2,800,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",4,3,"3,225 sqft","65,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",4,3,"3,283 sqft","65,000,000"
Apartment,"Goran, Khilgaon, Dhaka",2,2,900 sqft,"4,000,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,830 sqft,"3,500,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Sector 12, Uttara, Dhaka",2,2,930 sqft,"6,000,000"
Apartment,"Sector 12, Uttara, Dhaka",2,2,990 sqft,"6,300,000"
Apartment,"Sector 12, Uttara, Dhaka",2,2,930 sqft,"6,000,000"
Apartment,"Sector 12, Uttara, Dhaka",2,2,930 sqft,"6,000,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",3,3,"1,155 sqft","7,430,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",3,3,"1,348 sqft","8,588,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,957 sqft,"6,242,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",3,3,"1,155 sqft","7,430,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,957 sqft,"6,242,000"
Apartment,"Bash Bari Road, Mohammadpur, Dhaka",2,2,957 sqft,"6,242,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,2,"1,150 sqft","4,500,000"
Apartment,"Mohammadi Homes R/A, Mohammadpur, Dhaka",4,3,"1,540 sqft","8,300,000"
Apartment,"Mohammadi Homes R/A, Mohammadpur, Dhaka",3,2,"1,250 sqft","7,500,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Kahektuli, Bangshal, Dhaka",3,3,"1,240 sqft","7,440,000"
Apartment,"Mohammadi Homes R/A, Mohammadpur, Dhaka",2,2,900 sqft,"4,750,000"
Apartment,"Mohammadi Homes R/A, Mohammadpur, Dhaka",2,2,900 sqft,"4,750,000"
Apartment,"West Agargaon, Agargaon, Dhaka",3,2,950 sqft,"5,500,000"
Apartment,"Road No 13, Baridhara, Dhaka",4,5,"2,400 sqft","22,000,000"
Apartment,"Uttar Badda, Badda, Dhaka",3,2,"1,250 sqft","5,600,000"
Apartment,"Elephant Road, New Market, Dhaka",3,2,960 sqft,"8,000,000"
Apartment,"South Bashabo, Bashabo, Dhaka",3,3,"1,500 sqft","9,050,000"
Apartment,"South Bashabo, Bashabo, Dhaka",3,3,"1,500 sqft","9,050,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,155 sqft","5,197,500"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,040 sqft","4,680,000"
Apartment,"Shahjahan Road, Mohammadpur, Dhaka",3,3,"1,677 sqft","15,000,000"
Apartment,"Moushair, Dakshin Khan, Dhaka",3,2,"1,088 sqft","3,800,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",3,3,"1,300 sqft","7,000,000"
Apartment,"Shahjahan Road, Mohammadpur, Dhaka",3,3,"1,011 sqft","13,588,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,040 sqft","4,680,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,040 sqft","4,680,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,040 sqft","4,680,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,155 sqft","5,197,500"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,155 sqft","5,197,500"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,175 sqft","5,287,500"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,175 sqft","5,287,500"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,175 sqft","5,287,500"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Elephant Road, New Market, Dhaka",3,3,"1,250 sqft","12,500,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",3,4,"1,260 sqft","11,000,000"
Apartment,"Road No 4, Shyamoli, Dhaka",4,4,"1,820 sqft","13,000,000"
Apartment,"Sher Shah Suri Road, Mohammadpur, Dhaka",3,3,"1,080 sqft","5,700,000"
Apartment,"Narinda, Sutrapur, Dhaka",3,3,"1,350 sqft","7,200,000"
Apartment,"West Malibag, Malibagh, Dhaka",3,3,"1,160 sqft","7,000,000"
Apartment,"Narinda, Sutrapur, Dhaka",3,3,"1,350 sqft","7,200,000"
Apartment,"Narinda, Sutrapur, Dhaka",3,3,"1,350 sqft","7,200,000"
Apartment,"Narinda, Sutrapur, Dhaka",3,3,"1,420 sqft","7,500,000"
Apartment,"Narinda, Sutrapur, Dhaka",3,3,"1,350 sqft","7,200,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,"1,050 sqft","5,775,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,"1,050 sqft","5,775,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,"1,050 sqft","5,775,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,3,"1,050 sqft","5,775,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,"1,050 sqft","5,775,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,"1,050 sqft","5,775,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,"1,050 sqft","5,775,000"
Apartment,"Donia, Jatra Bari, Dhaka",3,2,"1,250 sqft","6,875,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",3,2,"1,250 sqft","8,200,000"
Apartment,"Middle Bashabo, Bashabo, Dhaka",3,3,"1,424 sqft","10,056,000"
Apartment,"Madartek, Bashabo, Dhaka",3,3,"1,236 sqft","7,768,800"
Apartment,"Madartek, Bashabo, Dhaka",3,3,"1,253 sqft","7,867,400"
Apartment,"Madartek, Bashabo, Dhaka",3,3,"1,288 sqft","8,070,400"
Apartment,"Madartek, Bashabo, Dhaka",3,3,"1,236 sqft","7,768,800"
Apartment,"Madartek, Bashabo, Dhaka",3,3,"1,253 sqft","7,867,400"
Apartment,"Madartek, Bashabo, Dhaka",3,3,"1,288 sqft","8,070,400"
Apartment,"Middle Bashabo, Bashabo, Dhaka",3,3,"1,424 sqft","10,056,000"
Apartment,"Block J, Banasree, Dhaka",3,3,"1,100 sqft","6,200,000"
Apartment,"Block J, Banasree, Dhaka",3,3,"1,100 sqft","6,200,000"
Apartment,"Block J, Banasree, Dhaka",3,3,"1,100 sqft","6,200,000"
Apartment,"Bakshi Bazar, Lalbagh, Dhaka",3,3,"1,368 sqft","15,000,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Katashur, Mohammadpur, Dhaka",2,2,900 sqft,"4,700,000"
Apartment,"Section 6, Mirpur, Dhaka",2,2,650 sqft,"3,000,000"
Apartment,"Zafrabad, Hazaribag, Dhaka",3,2,"1,200 sqft","6,500,000"
Apartment,"Bata Goli, Maghbazar, Dhaka",3,2,"1,125 sqft","6,000,000"
Apartment,"Doctor Goli, Maghbazar, Dhaka",3,3,"1,288 sqft","7,000,000"
Apartment,"Kutubkhali, Jatra Bari, Dhaka",3,2,997 sqft,"4,250,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",3,3,"1,200 sqft","6,000,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",3,3,"1,195 sqft","5,975,000"
Apartment,"Shahid Nagar, Lalbagh, Dhaka",3,2,"1,020 sqft","5,000,000"
Apartment,"Ashkona, Dakshin Khan, Dhaka",3,3,"1,145 sqft","5,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,350 sqft","4,500,000"
Apartment,"Block C, Banasree, Dhaka",3,3,"1,420 sqft","10,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,350 sqft","4,500,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,350 sqft","4,700,000"
Apartment,"Comfort Housing, Adabor, Dhaka",4,4,"1,500 sqft","7,500,000"
Apartment,"Comfort Housing, Adabor, Dhaka",4,4,"1,500 sqft","7,500,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",4,4,"1,400 sqft","10,700,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",4,4,"1,700 sqft","10,700,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",4,3,"1,550 sqft","7,500,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",3,3,"1,350 sqft","5,600,000"
Apartment,"Kutubkhali, Jatra Bari, Dhaka",3,2,997 sqft,"4,250,000"
Apartment,"Road No 8A, Dhanmondi, Dhaka",3,3,"1,175 sqft","10,000,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,210 sqft","6,500,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,975 sqft,"4,900,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,975 sqft,"4,600,000"
Apartment,"School Road, Mohakhali, Dhaka",3,3,"1,250 sqft","9,200,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",3,3,"1,350 sqft","6,200,000"
Apartment,"Mymensingh Road, Shahbagh, Dhaka",3,5,"1,500 sqft","11,000,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,650 sqft,"2,500,000"
Apartment,"Section 12, Mirpur, Dhaka",4,4,"1,300 sqft","5,800,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,200 sqft","6,800,000"
Apartment,"Block E, Banasree, Dhaka",4,3,"1,800 sqft","8,700,000"
Apartment,"Road No 4, Shyamoli, Dhaka",2,2,970 sqft,"5,335,000"
Apartment,"Road No 4, Shyamoli, Dhaka",3,3,"1,346 sqft","7,403,000"
Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",4,4,"1,550 sqft","7,000,000"
Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",4,4,"1,450 sqft","6,500,000"
Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",4,4,"1,450 sqft","6,500,000"
Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",4,4,"1,550 sqft","6,500,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,3,"2,100 sqft","16,000,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",2,2,"1,050 sqft","4,725,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",2,2,"1,050 sqft","4,725,000"
Apartment,"Shah Kabir Mazar Road, Dakshin Khan, Dhaka",3,3,"1,240 sqft","5,000,000"
Apartment,"Road No 10, Baridhara DOHS, Dhaka",3,3,"1,350 sqft","12,500,000"
Apartment,"Dilkhushabag, Savar, Dhaka",3,2,"1,150 sqft","3,220,000"
Apartment,"Dilkhushabag, Savar, Dhaka",3,2,"1,150 sqft","3,220,000"
Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",4,4,"1,550 sqft","7,000,000"
Apartment,"North Ibrahimpur, Ibrahimpur, Dhaka",4,4,"1,450 sqft","6,500,000"
Apartment,"Free School Street, Kathalbagan, Dhaka",3,3,"1,640 sqft","12,800,000"
Apartment,"Khan Bari Road, Kalachandpur, Dhaka",2,2,900 sqft,"4,950,000"
Apartment,"Khan Bari Road, Kalachandpur, Dhaka",2,2,900 sqft,"4,950,000"
Apartment,"Khan Bari Road, Kalachandpur, Dhaka",2,2,900 sqft,"4,950,000"
Apartment,"Khan Bari Road, Kalachandpur, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Khan Bari Road, Kalachandpur, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Khan Bari Road, Kalachandpur, Dhaka",3,3,"1,300 sqft","7,150,000"
Apartment,"Sadek Khan Road, Hazaribag, Dhaka",2,2,700 sqft,"3,500,000"
Apartment,"Sadek Khan Road, Hazaribag, Dhaka",3,3,"1,600 sqft","8,000,000"
Apartment,"Sadek Khan Road, Hazaribag, Dhaka",3,3,"1,350 sqft","7,155,000"
Apartment,"Babar Road, Mohammadpur, Dhaka",2,2,700 sqft,"3,300,000"
Apartment,"Gulshan 1, Gulshan, Dhaka",4,4,"4,200 sqft","100,000,000"
Apartment,"Gulshan 1, Gulshan, Dhaka",4,4,"4,200 sqft","75,000,000"
Apartment,"Block F, Niketan, Dhaka",3,3,"1,550 sqft","14,200,000"
Apartment,"Block D, Aftab Nagar, Dhaka",3,4,"1,500 sqft","9,200,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,3,"1,330 sqft","7,000,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,3,"1,330 sqft","7,500,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,3,"1,330 sqft","7,500,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,3,"1,330 sqft","7,500,000"
Apartment,"Tajmahal Road, Mohammadpur, Dhaka",3,3,"1,400 sqft","10,400,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,3,"1,150 sqft","9,500,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",3,3,"1,850 sqft","26,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",3,3,"2,600 sqft","35,000,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,2,"1,004 sqft","6,200,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",3,3,"1,150 sqft","7,000,000"
Apartment,"Sector 13, Uttara, Dhaka",2,2,"1,065 sqft","7,300,000"
Apartment,"Madarbari, Uttar Khan, Dhaka",2,2,"1,060 sqft","3,500,000"
Apartment,"Sector 12, Uttara, Dhaka",3,3,"1,400 sqft","11,000,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,325,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",2,2,875 sqft,"3,325,000"
Apartment,"Section 6, Mirpur, Dhaka",2,2,850 sqft,"2,300,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,050 sqft","6,500,000"
Apartment,"Block E, Banasree, Dhaka",5,4,"2,250 sqft","9,000,000"
Apartment,"Lichu Bagan Road, Joar Sahara, Dhaka",3,3,"1,250 sqft","5,500,000"
Apartment,"Lichu Bagan Road, Joar Sahara, Dhaka",3,2,900 sqft,"4,300,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,200 sqft","7,200,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",2,2,875 sqft,"3,600,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,388 sqft","10,826,400"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,368 sqft","10,670,400"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,388 sqft","10,826,400"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,368 sqft","10,670,400"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,240 sqft","6,875,000"
Apartment,"Road No 2, Shyamoli, Dhaka",2,2,812 sqft,"4,500,000"
Apartment,"Block C, Banasree, Dhaka",3,3,"1,265 sqft","5,692,500"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,384 sqft","9,800,000"
Apartment,"Kamal Khan Road, Ibrahimpur, Dhaka",2,2,900 sqft,"3,600,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,350 sqft","11,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",3,3,"1,922 sqft","29,000,000"
Apartment,"Sadek Khan Road, Hazaribag, Dhaka",3,3,"1,100 sqft","5,500,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",4,4,"2,040 sqft","12,000,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",4,4,"2,040 sqft","12,000,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",4,4,"2,040 sqft","16,000,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",3,4,"2,000 sqft","14,500,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,200 sqft","7,200,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,200 sqft","7,200,000"
Apartment,"Block E, Lalmatia, Dhaka",4,3,"2,234 sqft","25,500,000"
Apartment,"Sector 13, Uttara, Dhaka",4,4,"2,150 sqft","19,350,000"
Apartment,"Sector 13, Uttara, Dhaka",4,4,"2,700 sqft","25,000,000"
Apartment,"Sector 13, Uttara, Dhaka",4,4,"2,150 sqft","19,350,000"
Apartment,"Sector 13, Uttara, Dhaka",4,4,"2,150 sqft","19,350,000"
Apartment,"Sector 13, Uttara, Dhaka",4,4,"2,150 sqft","19,350,000"
Apartment,"Block A, Bashundhara R-A, Dhaka",3,4,"2,000 sqft","17,000,000"
Apartment,"Babar Road, Mohammadpur, Dhaka",3,3,"2,000 sqft","15,000,000"
Apartment,"Poribagh Road Number 2, Paribagh, Dhaka",3,3,"1,700 sqft","11,900,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,500 sqft","12,750,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,115 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,550 sqft","8,100,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,550 sqft","8,100,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,400 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,400 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,400 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,400 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,400 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,400 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,450 sqft","7,700,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,450 sqft","7,700,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,450 sqft","7,700,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,450 sqft","7,700,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,450 sqft","7,700,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,550 sqft","8,100,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,550 sqft","8,100,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,550 sqft","8,100,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,550 sqft","8,100,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,550 sqft","8,100,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,400 sqft","7,700,000"
Apartment,"Block J, Baridhara, Dhaka",3,3,"1,228 sqft","10,000,000"
Apartment,"Shantibag - Shahidbag Road, Malibagh, Dhaka",3,3,"1,370 sqft","9,600,000"
Apartment,"Shantibag - Shahidbag Road, Malibagh, Dhaka",3,3,"1,370 sqft","9,600,000"
Apartment,"Shiddheswari Lane, Shiddheswari, Dhaka",3,3,"1,325 sqft","10,000,000"
Apartment,"Katashur, Mohammadpur, Dhaka",3,3,"1,220 sqft","8,900,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,350 sqft","7,425,000"
Apartment,"Sector 12, Uttara, Dhaka",3,2,925 sqft,"6,500,000"
Apartment,"Sector 12, Uttara, Dhaka",3,2,925 sqft,"6,500,000"
Apartment,"Jigatola, Hazaribag, Dhaka",3,2,"1,100 sqft","5,500,000"
Apartment,"Jigatola, Hazaribag, Dhaka",3,2,"1,100 sqft","5,500,000"
Apartment,"Gandaria, Sutrapur, Dhaka",2,2,"1,200 sqft","4,500,000"
Apartment,"Block E, Banasree, Dhaka",3,2,"1,450 sqft","7,500,000"
Apartment,"Bashabo Madartek Road, Bashabo, Dhaka",3,3,"1,250 sqft","8,725,000"
Apartment,"Section 6, Mirpur, Dhaka",2,2,850 sqft,"3,800,000"
Apartment,"Block C, Banasree, Dhaka",4,4,"1,900 sqft","12,100,000"
Apartment,"Block C, Banasree, Dhaka",2,2,950 sqft,"6,400,000"
Apartment,"Sector 13, Uttara, Dhaka",3,3,"1,050 sqft","6,000,000"
Apartment,"Bashabo Madartek Road, Bashabo, Dhaka",3,3,"1,280 sqft","8,280,000"
Apartment,"Bashabo Madartek Road, Bashabo, Dhaka",3,3,"1,250 sqft","8,725,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,600 sqft","7,200,000"
Apartment,"East Shewrapara, Mirpur, Dhaka",3,2,950 sqft,"4,500,000"
Apartment,"East Shewrapara, Mirpur, Dhaka",2,2,850 sqft,"3,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",3,2,"1,100 sqft","6,000,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,800 sqft,"5,000,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",2,2,800 sqft,"5,000,000"
Apartment,"East Shewrapara, Mirpur, Dhaka",5,4,"1,750 sqft","7,500,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,2,"1,400 sqft","7,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,2,"1,400 sqft","7,000,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,3,"1,240 sqft","6,875,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,2,"1,400 sqft","7,000,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"2,000 sqft","15,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,100 sqft","5,000,000"
Apartment,"Block E, Banasree, Dhaka",3,3,"1,180 sqft","6,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",4,4,"3,600 sqft","65,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",3,3,"2,200 sqft","33,000,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,350 sqft","6,500,000"
Apartment,"Gulbag, Malibagh, Dhaka",2,2,"1,029 sqft","5,900,000"
Apartment,"Monipuripara, Tejgaon, Dhaka",3,3,"1,250 sqft","12,500,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,350 sqft","11,000,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,350 sqft","11,000,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,350 sqft","11,000,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,350 sqft","11,000,000"
Apartment,"Monipuripara, Tejgaon, Dhaka",3,3,"1,390 sqft","13,900,000"
Apartment,"Monipuripara, Tejgaon, Dhaka",3,3,"1,250 sqft","12,500,000"
Apartment,"Monipuripara, Tejgaon, Dhaka",3,3,"1,390 sqft","13,900,000"
Apartment,"Vatara, Badda, Dhaka",3,3,"1,220 sqft","5,000,000"
Apartment,"Vatara, Badda, Dhaka",3,2,"1,160 sqft","4,700,000"
Apartment,"Bochila, Mohammadpur, Dhaka",4,3,"1,550 sqft","6,335,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,250 sqft","6,875,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,4,"1,884 sqft","18,840,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,4,"1,884 sqft","18,840,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,4,"1,884 sqft","18,840,000"
Apartment,"Block E, Banasree, Dhaka",3,3,"1,180 sqft","6,000,000"
Apartment,"Sector 3, Uttara, Dhaka",3,4,"2,380 sqft","17,000,000"
Apartment,"Shahjadpur, Badda, Dhaka",2,2,940 sqft,"4,700,000"
Apartment,"Nawabpur Road, Bangshal, Dhaka",3,3,"1,100 sqft","5,500,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"2,075 sqft","13,000,000"
Apartment,"Section 13, Mirpur, Dhaka",2,2,615 sqft,"2,200,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
Apartment,"Middle Monipur, Mirpur, Dhaka",3,2,"1,100 sqft","4,950,000"
