property_type,location,bed,bath,total_sqft,price
Apartment,"Section 15, Mirpur, Dhaka",3,4,"1,872 sqft","12,500,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,4,"2,200 sqft","15,400,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,4,"2,200 sqft","15,400,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,4,"2,200 sqft","15,400,000"
Apartment,"Madhya Ajampur, Dakshin Khan, Dhaka",3,3,"1,180 sqft","6,300,000"
Apartment,"Kallyanpur, Mirpur, Dhaka",2,2,725 sqft,"3,625,000"
Apartment,"Bou Bazar Road, Agargaon, Dhaka",1,1,400 sqft,"1,400,000"
Apartment,"Block H, Bashundhara R-A, Dhaka",3,3,"1,508 sqft","11,300,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,565 sqft","6,260,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,380 sqft","5,520,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,500 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,500 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,442 sqft","7,300,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,600 sqft","9,300,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,442 sqft","7,300,000"
Apartment,"Block H, Banasree, Dhaka",3,2,"1,015 sqft","5,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,600 sqft","9,300,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,330 sqft","6,650,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,330 sqft","6,650,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,150 sqft","5,900,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"2,200 sqft","10,400,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,398 sqft","6,700,000"
Apartment,"Block H, Banasree, Dhaka",3,2,"1,015 sqft","5,500,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,3,"1,372 sqft","6,174,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,900 sqft,"3,150,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,900 sqft,"3,150,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,850 sqft,"2,975,000"
Apartment,"Section 13, Mirpur, Dhaka",3,3,"1,406 sqft","7,030,000"
Apartment,"Section 13, Mirpur, Dhaka",3,3,"1,476 sqft","7,380,000"
Apartment,"Section 13, Mirpur, Dhaka",3,3,"1,406 sqft","7,030,000"
Apartment,"Section 13, Mirpur, Dhaka",3,3,"1,476 sqft","7,380,000"
Apartment,"Section 13, Mirpur, Dhaka",3,3,"1,406 sqft","7,030,000"
Apartment,"Section 13, Mirpur, Dhaka",3,3,"1,476 sqft","7,380,000"
Apartment,"Vatara, Badda, Dhaka",2,2,"1,045 sqft","5,500,000"
Apartment,"Vatara, Badda, Dhaka",2,2,"1,045 sqft","5,225,000"
Apartment,"Krishi Bank Road, Badda, Dhaka",3,3,"1,983 sqft","14,872,500"
Apartment,"Krishi Bank Road, Badda, Dhaka",3,3,"1,983 sqft","14,872,500"
Apartment,"East Kafrul Road, Kafrul, Dhaka",3,4,"1,400 sqft","7,800,000"
Apartment,"Ashulia, Savar, Dhaka",3,3,"1,432 sqft","7,100,000"
Apartment,"West Kalachandpur, Kalachandpur, Dhaka",2,2,850 sqft,"3,800,000"
Apartment,"Chandrima Model Town, Mohammadpur, Dhaka",3,3,"1,350 sqft","5,700,000"
Apartment,"Block F, Aftab Nagar, Dhaka",2,2,870 sqft,"4,400,000"
Apartment,"Block F, Aftab Nagar, Dhaka",4,3,"1,750 sqft","8,300,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,350 sqft","8,500,000"
Apartment,"Road No 18, Banani, Dhaka",3,4,"2,400 sqft","32,000,000"
Apartment,"Road No 18, Banani, Dhaka",3,4,"2,400 sqft","32,000,000"
Apartment,"Dhaka Uddan, Mohammadpur, Dhaka",3,3,"1,100 sqft","4,200,000"
Apartment,"Road No 6, Dhanmondi, Dhaka",4,4,"2,310 sqft","30,000,000"
Apartment,"Dhaka Uddan, Mohammadpur, Dhaka",2,2,800 sqft,"3,200,000"
Apartment,"Dhaka Uddan, Mohammadpur, Dhaka",2,2,800 sqft,"3,200,000"
Apartment,"Dhaka Uddan, Mohammadpur, Dhaka",3,3,"1,100 sqft","4,200,000"
Apartment,"Dhaka Uddan, Mohammadpur, Dhaka",3,3,"1,100 sqft","4,700,000"
Apartment,"Dhaka Uddan, Mohammadpur, Dhaka",2,2,800 sqft,"3,200,000"
Apartment,"Khilji Road, Mohammadpur, Dhaka",3,3,"1,800 sqft","18,000,000"
Apartment,"Khilji Road, Mohammadpur, Dhaka",3,3,"1,800 sqft","18,000,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",4,4,"1,830 sqft","12,810,000"
Apartment,"Road No 6B, Banani DOHS, Dhaka",3,4,"2,650 sqft","38,000,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,3,"1,500 sqft","7,450,000"
Apartment,"Shantibag, Malibagh, Dhaka",3,3,"1,350 sqft","8,775,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,212 sqft","4,848,000"
Apartment,"Meradia, Khilgaon, Dhaka",2,2,995 sqft,"3,980,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,"1,050 sqft","4,400,000"
Apartment,"Block D, Aftab Nagar, Dhaka",3,3,"1,650 sqft","9,000,000"
Apartment,"Block D, Aftab Nagar, Dhaka",3,3,"1,650 sqft","9,000,000"
Apartment,"Block D, Aftab Nagar, Dhaka",3,3,"1,650 sqft","9,000,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,300 sqft","8,300,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,300 sqft","8,300,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,300 sqft","8,300,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,300 sqft","8,300,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,300 sqft","8,300,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,250 sqft","7,300,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,250 sqft","7,300,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,600 sqft","8,500,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,"1,050 sqft","4,400,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"Middle Badda, Badda, Dhaka",2,2,"1,050 sqft","4,500,000"
Apartment,"Shyamoli Housing (2nd Project), Adabor, Dhaka",2,2,850 sqft,"3,200,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,212 sqft","4,848,000"
Apartment,"Meradia, Khilgaon, Dhaka",2,2,995 sqft,"3,980,000"
Apartment,"Meradia, Khilgaon, Dhaka",2,2,995 sqft,"3,980,000"
Apartment,"Meradia, Khilgaon, Dhaka",2,2,995 sqft,"3,980,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,414 sqft","5,656,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,212 sqft","4,848,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,212 sqft","4,848,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,229 sqft","4,916,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,414 sqft","5,656,000"
Apartment,"Meradia, Khilgaon, Dhaka",3,3,"1,414 sqft","5,656,000"
Apartment,"South Monipur, Mirpur, Dhaka",3,3,"1,200 sqft","6,500,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",4,4,"2,200 sqft","16,000,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",4,4,"2,200 sqft","16,000,000"
Apartment,"Block E, Banasree, Dhaka",4,3,"1,620 sqft","10,710,000"
Apartment,"Block E, Banasree, Dhaka",4,3,"1,620 sqft","10,710,000"
Apartment,"Block E, Banasree, Dhaka",3,3,"1,500 sqft","11,750,000"
Apartment,"West Malibag, Malibagh, Dhaka",3,3,"1,650 sqft","9,900,000"
Apartment,"Block E, Banasree, Dhaka",3,4,"1,850 sqft","11,700,000"
Apartment,"Block E, Banasree, Dhaka",3,4,"1,850 sqft","11,700,000"
Apartment,"Block E, Banasree, Dhaka",3,2,925 sqft,"6,150,000"
Apartment,"Sector 4, Uttara, Dhaka",3,3,"1,650 sqft","10,000,000"
Apartment,"Momin Road, Ibrahimpur, Dhaka",3,3,"1,420 sqft","6,200,000"
Apartment,"Block C Extension, Banasree, Dhaka",3,2,"1,200 sqft","7,000,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,350 sqft","7,900,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,350 sqft","7,900,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,350 sqft","7,250,000"
Apartment,"North Kafrul Rd, Kafrul, Dhaka",3,3,"1,250 sqft","6,000,000"
Apartment,"South Kafrul Road, Kafrul, Dhaka",2,2,680 sqft,"3,000,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,3,"1,200 sqft","5,000,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,3,"1,200 sqft","5,000,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,375 sqft","8,000,000"
Apartment,"Block E, Aftab Nagar, Dhaka",3,3,"1,350 sqft","7,900,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,600 sqft","9,300,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,3,"1,600 sqft","9,300,000"
Apartment,"Ashulia, Savar, Dhaka",3,3,"1,432 sqft","7,100,000"
Apartment,"Road No 6B, Banani DOHS, Dhaka",3,2,"1,500 sqft","19,500,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,150 sqft","6,325,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,150 sqft","6,325,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,900 sqft,"3,150,000"
Apartment,"West Malibag, Malibagh, Dhaka",3,3,"1,650 sqft","9,900,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,087 sqft","4,700,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,087 sqft","4,700,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,087 sqft","4,700,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,250 sqft","6,750,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,250 sqft","6,750,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,265 sqft","5,200,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",4,4,"2,200 sqft","18,000,000"
Apartment,"Block C, Aftab Nagar, Dhaka",2,2,950 sqft,"5,500,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,100 sqft","3,850,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,026 sqft","4,309,200"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,026 sqft","4,309,200"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,300 sqft","4,550,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,085 sqft","5,967,500"
Apartment,"Section 10, Mirpur, Dhaka",2,2,855 sqft,"4,275,000"
Apartment,"Section 10, Mirpur, Dhaka",3,3,"1,085 sqft","5,967,500"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,180 sqft","5,900,000"
Apartment,"Road No 4, Banani, Dhaka",5,6,"4,300 sqft","62,350,000"
Apartment,"Block D, Lalmatia, Dhaka",3,3,"1,600 sqft","21,600,000"
Apartment,"South Banasree Project, Banasree, Dhaka",2,2,900 sqft,"5,000,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,3,"1,550 sqft","9,500,000"
Apartment,"Block F, Aftab Nagar, Dhaka",3,3,"1,550 sqft","9,500,000"
Apartment,"aziz Moholla, Mohammadpur, Dhaka",3,3,"1,250 sqft","8,300,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,190 sqft","6,545,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,850 sqft,"2,975,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,700 sqft,"2,450,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,900 sqft,"3,150,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,900 sqft,"3,150,000"
Apartment,"Free School Street, Kathalbagan, Dhaka",2,3,950 sqft,"6,500,000"
Apartment,"Free School Street, Kathalbagan, Dhaka",2,3,950 sqft,"6,500,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,200 sqft","6,750,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,200 sqft","6,750,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,770 sqft,"3,850,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,770 sqft,"3,850,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,785 sqft,"3,925,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,3,"1,130 sqft","5,600,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,2,"1,100 sqft","5,500,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,3,"1,130 sqft","5,600,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,2,"1,100 sqft","5,500,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,3,"1,130 sqft","5,600,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,2,"1,100 sqft","5,500,000"
Apartment,"Road No 14, Dhanmondi, Dhaka",3,3,"1,700 sqft","15,500,000"
Apartment,"Road No 13, Dhanmondi, Dhaka",3,3,"1,550 sqft","16,000,000"
Apartment,"East Rampura, Rampura, Dhaka",3,3,"1,100 sqft","3,850,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,3,"1,250 sqft","10,000,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,3,"1,250 sqft","10,000,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,2,"1,150 sqft","4,600,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,2,"1,100 sqft","5,500,000"
Apartment,"Shegunbagicha Road, Shegunbagicha, Dhaka",3,3,"1,397 sqft","16,764,000"
Apartment,"Sector 10, Uttara, Dhaka",3,4,"1,620 sqft","10,000,000"
Apartment,"Shegunbagicha Road, Shegunbagicha, Dhaka",3,3,"1,400 sqft","18,200,000"
Apartment,"Kutum Goli, Agargaon, Dhaka",3,3,"1,130 sqft","5,600,000"
Apartment,"Shegunbagicha Road, Shegunbagicha, Dhaka",3,3,"1,397 sqft","16,764,000"
Apartment,"Shyamoli Housing (2nd Project), Adabor, Dhaka",2,2,850 sqft,"3,600,000"
Apartment,"Shyamoli Housing (2nd Project), Adabor, Dhaka",2,2,850 sqft,"3,700,000"
Apartment,"Rajabazar, Tejgaon, Dhaka",3,3,"1,615 sqft","11,305,000"
Apartment,"Rajabazar, Tejgaon, Dhaka",3,3,"1,615 sqft","11,305,000"
Apartment,"Rajabazar, Tejgaon, Dhaka",3,3,"1,515 sqft","10,605,000"
Apartment,"Section 6, Mirpur, Dhaka",3,3,"1,450 sqft","8,700,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,770 sqft,"3,850,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,250 sqft","7,000,000"
Apartment,"Katashur, Mohammadpur, Dhaka",3,2,"1,275 sqft","6,800,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",3,4,"1,900 sqft","13,500,000"
Apartment,"North Kafrul Rd, Kafrul, Dhaka",3,3,"1,200 sqft","6,600,000"
Apartment,"Idgaha road, Ibrahimpur, Dhaka",2,2,900 sqft,"4,200,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,100 sqft","5,560,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,100 sqft","5,560,000"
Apartment,"East Kazipara, Mirpur, Dhaka",2,2,900 sqft,"4,250,000"
Apartment,"East Kazipara, Mirpur, Dhaka",2,2,900 sqft,"4,350,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,3,"1,000 sqft","6,000,000"
Apartment,"Rajabazar, Tejgaon, Dhaka",3,3,"1,150 sqft","9,000,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,124 sqft","4,720,800"
Apartment,"Gandaria, Sutrapur, Dhaka",3,3,"1,160 sqft","7,540,000"
Apartment,"Block C, Banasree, Dhaka",3,3,"1,260 sqft","5,670,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,900 sqft,"3,150,000"
Apartment,"Block A, Niketan, Dhaka",3,4,"1,850 sqft","15,000,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,075 sqft","4,100,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,075 sqft","4,100,000"
Apartment,"Khilbari Tek, Badda, Dhaka",3,3,"1,375 sqft","7,500,000"
Apartment,"East Kazipara, Mirpur, Dhaka",2,2,980 sqft,"4,312,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,050 sqft","4,725,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,050 sqft","4,725,000"
Apartment,"Block F, Banasree, Dhaka",3,3,"1,650 sqft","10,500,000"
Apartment,"Block F, Banasree, Dhaka",3,3,"1,660 sqft","10,500,000"
Apartment,"Road No 2, Shyamoli, Dhaka",3,3,"1,350 sqft","9,450,000"
Apartment,"Rajabazar, Tejgaon, Dhaka",3,3,"1,515 sqft","10,605,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,160 sqft","5,600,000"
Apartment,"Ashi Dag Road, Ibrahimpur, Dhaka",3,3,"1,350 sqft","5,400,000"
Apartment,"Ashi Dag Road, Ibrahimpur, Dhaka",3,3,"1,350 sqft","5,400,000"
Apartment,"Block C, Aftab Nagar, Dhaka",2,2,950 sqft,"4,800,000"
Apartment,"Block C, Aftab Nagar, Dhaka",4,4,"1,900 sqft","10,950,000"
Apartment,"Masjid Road, Aftab Nagar, Dhaka",3,3,"1,265 sqft","8,000,000"
Apartment,"Road No 14, Dhanmondi, Dhaka",3,4,"1,650 sqft","22,000,000"
Apartment,"Road No 14, Dhanmondi, Dhaka",3,3,"1,500 sqft","15,000,000"
Apartment,"Section 11, Mirpur, Dhaka",3,3,"1,350 sqft","7,500,000"
Apartment,"Anando Road, Ibrahimpur, Dhaka",3,3,"1,287 sqft","5,791,500"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,513 sqft","9,200,000"
Apartment,"Anando Road, Ibrahimpur, Dhaka",3,3,"1,287 sqft","5,791,500"
Apartment,"Block B, Aftab Nagar, Dhaka",3,3,"1,150 sqft","5,650,000"
Apartment,"Block B, Aftab Nagar, Dhaka",3,3,"1,175 sqft","5,700,000"
Apartment,"Taltola, Khilgaon, Dhaka",2,2,900 sqft,"4,400,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,100 sqft","5,400,000"
Apartment,"Nobodoy Housing Society, Mohammadpur, Dhaka",3,3,"1,100 sqft","5,400,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,026 sqft","4,309,200"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,124 sqft","4,720,800"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,090 sqft","4,578,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,"1,200 sqft","8,000,000"
Apartment,"Anando Road, Ibrahimpur, Dhaka",3,3,"1,287 sqft","5,791,500"
Apartment,"Anando Road, Ibrahimpur, Dhaka",3,3,"1,287 sqft","5,791,500"
Apartment,"West Agargaon, Agargaon, Dhaka",2,2,815 sqft,"4,200,000"
Apartment,"Ullan, Rampura, Dhaka",3,3,"1,245 sqft","5,800,000"
Apartment,"Ullan, Rampura, Dhaka",3,3,"1,245 sqft","5,800,000"
Apartment,"Ullan, Rampura, Dhaka",3,3,"1,245 sqft","5,800,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,124 sqft","4,720,800"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,090 sqft","4,578,000"
Apartment,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",3,3,"1,465 sqft","10,500,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,785 sqft,"3,925,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,770 sqft,"3,850,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,785 sqft,"3,925,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,770 sqft,"3,850,000"
Apartment,"West Dhanmondi, Dhanmondi, Dhaka",2,2,785 sqft,"3,925,000"
Apartment,"Sector 3, Uttara, Dhaka",3,3,"1,540 sqft","10,000,000"
Apartment,"Muktijodha Sharani Road, Dakshin Khan, Dhaka",3,2,"1,195 sqft","5,200,000"
Apartment,"Peer Saheber Goli, Shantinagar, Dhaka",3,2,"1,124 sqft","11,000,000"
Apartment,"Road No 2, Shyamoli, Dhaka",3,3,"1,350 sqft","9,450,000"
Apartment,"Block B, Aftab Nagar, Dhaka",4,3,"1,785 sqft","11,000,000"
Apartment,"Doniya, Shyampur, Dhaka",2,2,830 sqft,"3,500,000"
Apartment,"Gandaria, Sutrapur, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Block G, Banasree, Dhaka",3,3,"1,415 sqft","8,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,015 sqft","5,000,000"
Apartment,"Block B, Aftab Nagar, Dhaka",3,3,"1,550 sqft","10,500,000"
Apartment,"Block C, Aftab Nagar, Dhaka",3,3,"1,343 sqft","7,900,000"
Apartment,"Block C, Aftab Nagar, Dhaka",5,5,"2,686 sqft","15,500,000"
Apartment,"Block C, Aftab Nagar, Dhaka",5,5,"2,686 sqft","15,500,000"
Apartment,"Block C, Aftab Nagar, Dhaka",5,5,"2,686 sqft","15,500,000"
Apartment,"Road No 4A, Dhanmondi, Dhaka",,,"1,600 sqft","13,920,000"
Apartment,"Road No 4A, Dhanmondi, Dhaka",,,"1,400 sqft","11,900,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",4,4,"1,750 sqft","14,525,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",4,4,"1,750 sqft","14,525,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",4,4,"1,750 sqft","14,525,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",4,4,"1,750 sqft","14,525,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",4,4,"1,750 sqft","14,525,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",4,4,"1,750 sqft","14,525,000"
Apartment,"North Kafrul Rd, Kafrul, Dhaka",3,3,"1,250 sqft","6,000,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,050 sqft","4,200,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,050 sqft","4,200,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"East Kazipara, Mirpur, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"West Rajashon, Savar, Dhaka",3,3,"1,100 sqft","3,700,000"
Apartment,"Shiddeswari Road, Shiddheswari, Dhaka",3,3,"1,292 sqft","10,500,000"
Apartment,"Shiddeswari Road, Shiddheswari, Dhaka",3,3,"1,292 sqft","10,500,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,124 sqft","4,720,800"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,090 sqft","4,578,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,160 sqft","5,740,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,090 sqft","5,460,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,585 sqft","10,302,500"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,585 sqft","10,302,500"
Apartment,"East Azampur, Dakshin Khan, Dhaka",3,2,"1,000 sqft","4,000,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",2,2,820 sqft,"3,200,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,090 sqft","4,578,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,026 sqft","4,309,200"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,090 sqft","4,578,000"
Apartment,"Srjani road, Ibrahimpur, Dhaka",3,3,"1,026 sqft","4,309,200"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,150 sqft","5,900,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,150 sqft","5,900,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,398 sqft","6,700,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,470 sqft","8,585,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,470 sqft","8,585,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,450 sqft","8,475,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,450 sqft","8,475,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,445 sqft","7,300,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,2,900 sqft,"4,500,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,2,900 sqft,"4,500,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,160 sqft","5,740,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,160 sqft","5,740,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,160 sqft","5,740,000"
Apartment,"Kadamtala, Bashabo, Dhaka",3,3,"1,160 sqft","5,740,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,445 sqft","7,300,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,500 sqft","7,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,500 sqft","7,500,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",6,4,"2,500 sqft","17,500,000"
Apartment,"Mirpur DOHS, Mirpur, Dhaka",3,2,"1,250 sqft","8,750,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,3,"1,300 sqft","5,500,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,3,"1,300 sqft","5,800,000"
Apartment,"Sector 3, Uttara, Dhaka",3,3,"1,877 sqft","14,500,000"
Apartment,"Sector 10, Uttara, Dhaka",3,4,"1,450 sqft","8,000,000"
Apartment,"Shantibag, Malibagh, Dhaka",3,3,"1,100 sqft","6,600,000"
Apartment,"Shantibag, Malibagh, Dhaka",3,3,"1,100 sqft","7,300,000"
Apartment,"Ashi Dag Road, Ibrahimpur, Dhaka",3,3,"1,425 sqft","7,267,500"
